Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,DEATH,TOTAL
Heilongjiang,China,,0,0.25,0.111111111111111,0.066666666666667,0.047619047619048,0.03030303030303,0.026315789473684,0.045454545454546,0.033898305084746,0.025,0.021052631578947,0.016528925619835,0.012903225806452,0.010526315789474,0.013215859030837,0.010830324909747,0.016949152542373,0.019543973941368,0.021148036253777,0.022222222222222,0.021164021164021,0.022784810126582,0.026252983293556,0.025882352941177,0.024719101123596,0.024070021881838,0.023706896551724,0.025531914893617,0.025210084033614,0.025052192066806,0.025052192066806,0.025,0.025,0.025,12,480
Beijing,China,0,0,0,0,0,0.0125,0.010989010989011,0.009009009009009,0.008771929824561,0.007194244604317,0.005952380952381,0.005235602094241,0.004716981132075,0.004385964912281,0.00395256916996,0.003649635036496,0.003367003367003,0.006349206349206,0.006134969325153,0.00593471810089,0.008771929824561,0.008522727272727,0.008196721311475,0.008064516129032,0.010666666666667,0.010526315789474,0.010498687664042,0.010335917312662,0.010178117048346,0.010126582278481,0.01010101010101,0.010025062656642,0.010025062656642,0.010025062656642,0.01,4,400
Shanghai,China,0,0,0,0,0.025,0.018867924528302,0.015151515151515,0.010416666666667,0.008928571428571,0.007407407407407,0.005917159763314,0.005494505494506,0.004926108374384,0.004566210045662,0.004115226337449,0.003891050583658,0.003610108303249,0.003496503496504,0.003412969283276,0.003344481605351,0.003300330033003,0.003215434083601,0.003174603174603,0.00314465408805,0.003067484662577,0.003048780487805,0.003003003003003,0.003003003003003,0.006006006006006,0.005988023952096,0.005988023952096,0.008955223880597,0.008955223880597,0.008955223880597,0.008928571428571,3,336
,Italy,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.032258064516129,0.019354838709678,0.03056768558952,0.031055900621118,10,322
Hebei,China,0,1,0.5,0.125,0.076923076923077,0.055555555555556,0.03030303030303,0.020833333333333,0.015384615384615,0.01219512195122,0.010416666666667,0.009615384615385,0.008849557522124,0.007936507936508,0.007407407407407,0.006369426751592,0.005813953488372,0.005128205128205,0.009708737864078,0.009174311926606,0.00836820083682,0.00796812749004,0.011320754716981,0.010600706713781,0.010309278350516,0.01,0.009966777408638,0.013071895424837,0.013071895424837,0.01628664495114,0.016233766233766,0.019417475728155,0.019292604501608,0.019292604501608,0.019292604501608,6,311
Fujian,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412969283276,0.003412969283276,0.003412969283276,0.003412969283276,0.003412969283276,0.003401360544218,1,294
Guangxi,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205128205,0.004761904761905,0.004651162790698,0.004504504504505,0.009009009009009,0.008849557522124,0.008510638297872,0.008438818565401,0.008403361344538,0.008264462809917,0.008196721311475,0.008163265306122,0.008130081300813,0.008032128514056,0.008032128514056,0.00796812749004,0.007936507936508,2,252
Shaanxi,China,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004081632653061,0.004081632653061,0.004081632653061,0.004081632653061,0.004081632653061,0.004081632653061,1,245
Yunnan,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005813953488372,0.011494252873563,0.011494252873563,0.011494252873563,0.011494252873563,0.011494252873563,0.011494252873563,2,174
,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714285714286,0.03448275862069,0.023255813953488,0.016949152542373,0.015151515151515,0.013513513513514,0.011904761904762,0.010638297872341,0.00952380952381,0.008196721311475,0.006802721088435,0.006289308176101,0.005882352941176,1,170
Hainan,China,0,0,0,0,0,0.03030303030303,0.025,0.023255813953488,0.021739130434783,0.019230769230769,0.016129032258065,0.015625,0.013888888888889,0.0125,0.01010101010101,0.009433962264151,0.017094017094017,0.016129032258065,0.022900763358779,0.021739130434783,0.020833333333333,0.02547770700637,0.02547770700637,0.025157232704403,0.024691358024691,0.024691358024691,0.024539877300614,0.024539877300614,0.023809523809524,0.023809523809524,0.023809523809524,0.023809523809524,0.029761904761905,0.029761904761905,0.029761904761905,5,168
Guizhou,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.014084507042254,0.012345679012346,0.01123595505618,0.01010101010101,0.009174311926606,0.007874015748032,0.007518796992481,0.007407407407407,0.007142857142857,0.006993006993007,0.006944444444444,0.006849315068493,0.013698630136986,0.013698630136986,0.013698630136986,0.013698630136986,0.013698630136986,0.013698630136986,0.013698630136986,0.013698630136986,2,146
Tianjin,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492753623188,0.012658227848101,0.012345679012346,0.011363636363636,0.010989010989011,0.010526315789474,0.018867924528302,0.017857142857143,0.025210084033614,0.025,0.024590163934426,0.024193548387097,0.024,0.0234375,0.023076923076923,0.022900763358779,0.022727272727273,0.022222222222222,0.022222222222222,0.022222222222222,0.022222222222222,3,135
Shanxi,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Liaoning,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008620689655172,0.008547008547009,0.008403361344538,0.008403361344538,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,0.008264462809917,1,121
,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4,0.222222222222222,0.178571428571429,0.186046511627907,0.19672131147541,0.168421052631579,16,95
Jilin,China,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615384615,0.014492753623188,0.012820512820513,0.0125,0.012345679012346,0.012048192771084,0.011904761904762,0.011627906976744,0.011363636363636,0.01123595505618,0.01123595505618,0.01123595505618,0.011111111111111,0.010989010989011,0.010989010989011,0.010989010989011,0.010989010989011,0.010752688172043,0.010752688172043,1,93
,Singapore,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Gansu,China,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658227848101,0.024096385542169,0.024096385542169,0.023255813953488,0.022988505747127,0.022222222222222,0.022222222222222,0.022222222222222,0.022222222222222,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,0.021978021978022,2,91
Hong Kong,Hong Kong,,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411765,0.047619047619048,0.041666666666667,0.04,0.038461538461539,0.03448275862069,0.026315789473684,0.020408163265306,0.02,0.018867924528302,0.017857142857143,0.017857142857143,0.017543859649123,0.016666666666667,0.016129032258065,0.031746031746032,0.029411764705882,0.029411764705882,0.028985507246377,0.027027027027027,0.025316455696203,0.023809523809524,2,84
Xinjiang,China,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873015873016,0.015384615384615,0.014285714285714,0.014084507042254,0.013333333333333,0.013157894736842,0.013157894736842,0.013157894736842,0.013157894736842,0.026315789473684,0.026315789473684,0.026315789473684,0.026315789473684,2,76
Inner Mongolia,China,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Ningxia,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Unassigned Location (From Diamond Princess),US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,36
Taiwan,Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.045454545454546,0.045454545454546,0.043478260869565,0.041666666666667,0.038461538461539,0.038461538461539,0.035714285714286,0.033333333333333,0.032258064516129,1,31
,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,23
,Malaysia,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Qinghai,China,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,Germany,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
,Vietnam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,France,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.083333333333333,0.071428571428572,1,14
,United Arab Emirates,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,UK,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11
Macau,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
From Diamond Princess,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
British Columbia,Canada,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,Spain,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Queensland,Australia,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Victoria,Australia,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
New South Wales,Australia,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Philippines,,,,,,,,,0,0,0,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,3
,India,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Toronto, ON",Canada,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
South Australia,Australia,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
"San Diego County, CA",US,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"San Benito, CA",US,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Santa Clara, CA",US,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Chicago, IL",US,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
None,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
,Russia,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Sri Lanka,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Cambodia,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Egypt,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
,Nepal,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"San Antonio, TX",US,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tibet,China,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
From Diamond Princess,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
"Orange, CA",US,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
"Tempe, AZ",US,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Los Angeles, CA",US,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sacramento County, CA",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
"Humboldt County, CA",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
"Boston, MA",US,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"London, ON",Canada,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Madison, WI",US,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
"Seattle, WA",US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Belgium,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Sweden,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Finland,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lackland, TX (From Diamond Princess)",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0
"Travis, CA (From Diamond Princess)",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0
"Omaha, NE (From Diamond Princess)",US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0
